TermTested,TermRostered,DistrictName,SchoolName,Teacher,ClassName,Subject,Course,ASGType,GrowthComparisonPeriod,NormsReferenceData,WIStartTerm,WIEndTerm,StudentID,StudentLastName,StudentFirstName,StudentGrade,TestDate,StartRIT,StartRITSEM,StartPercentile,StartTestDuration,EndTestDate,EndRIT,EndRITSEM,EndPercentile,EndTestDuration,ProjectedRIT,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,PercentageofStudentswhoMetorExceededtheirProjectedRIT,PercentageofProjectedGrowthMet,MedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250029,Castillo,Camila,5,2025-09-16,202,3.0,40,57,2026-05-12,201,3.2,20,64,212,10,-1,4.4,-11,No,-1.37,9,22,5,23,55,25,Low Growth / Low Achievement,Low Growth / Low Achievement,9,20
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250042,Darwish,Salma,5,2025-09-16,212,3.1,65,71,2026-05-20,207,3.3,31,77,222,10,-5,4.5,-15,No,-1.87,3,22,5,23,55,25,Low Growth / High Achievement,Low Growth / Low Achievement,3,31
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250039,Demir,Emir,5,2025-09-16,198,3.1,31,58,2026-05-12,216,3.1,50,53,208,10,18,4.4,8,Yes,1.00,84,22,5,23,55,25,High Growth / Low Achievement,High Growth / Average Achievement,84,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250034,Dlamini,Thandiwe,5,2025-09-16,181,3.2,6,45,2026-05-12,186,3.1,5,42,191,10,5,4.5,-5,No,-0.62,27,22,5,23,55,25,Low Growth / Low Achievement,Low Growth / Low Achievement,27,5
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250033,Farouk,Noor,5,2025-09-16,203,3.0,43,48,2026-05-12,208,2.8,33,49,213,10,5,4.1,-5,No,-0.62,27,22,5,23,55,25,Low Growth / Average Achievement,Low Growth / Low Achievement,27,33
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250031,Jansen,Anouk,5,2025-09-16,239,3.2,98,86,2026-05-12,251,3.2,97,79,249,10,12,4.5,2,Yes,0.25,60,22,5,23,55,25,Average Growth / High Achievement,Average Growth / High Achievement,60,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250030,Karimi,Dariush,5,2025-09-16,209,3.0,57,36,2026-05-12,220,3.1,59,38,219,10,11,4.3,1,Yes,0.13,55,22,5,23,55,25,Average Growth / Average Achievement,Average Growth / Average Achievement,55,59
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250025,Kim,Seo-yeon,5,2025-09-16,209,2.9,57,60,2026-05-12,205,3.1,27,51,219,10,-4,4.2,-14,No,-1.75,4,22,5,23,55,25,Low Growth / Average Achievement,Low Growth / Low Achievement,4,27
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250024,Mansour,Karim,5,2025-09-16,187,3.1,12,57,2026-05-12,189,3.0,7,52,197,10,2,4.3,-8,No,-1.00,16,22,5,23,55,25,Low Growth / Low Achievement,Low Growth / Low Achievement,16,7
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250028,Menon,Rohan,5,2025-09-24,217,3.2,75,54,2026-05-12,239,3.2,90,52,227,10,22,4.5,12,Yes,1.50,93,22,5,23,55,25,High Growth / High Achievement,High Growth / High Achievement,93,90
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250037,Novak,Tomas,5,2025-09-16,204,3.0,45,44,2026-05-12,203,3.2,24,48,214,10,-1,4.4,-11,No,-1.37,9,22,5,23,55,25,Low Growth / Average Achievement,Low Growth / Low Achievement,9,24
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250027,Nwosu,Adaeze,5,2025-09-16,204,3.0,45,50,2026-05-12,213,3.2,43,47,214,10,9,4.4,-1,No,-0.12,45,22,5,23,55,25,Average Growth / Average Achievement,Average Growth / Average Achievement,45,43
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250036,Reddy,Ananya,5,2025-09-16,222,3.1,84,62,2026-05-19,226,3.2,71,56,232,10,4,4.5,-6,No,-0.75,23,22,5,23,55,25,Low Growth / High Achievement,Low Growth / High Achievement,23,71
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250032,Sato,Kenji,5,2025-09-16,195,3.1,25,54,2026-05-12,197,3.0,15,49,205,10,2,4.3,-8,No,-1.00,16,22,5,23,55,25,Low Growth / Low Achievement,Low Growth / Low Achievement,16,15
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250043,Silva,Mateus,5,2025-09-16,208,3.0,55,52,2026-05-12,211,3.0,39,55,218,10,3,4.2,-7,No,-0.87,19,22,5,23,55,25,Low Growth / Average Achievement,Low Growth / Low Achievement,19,39
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250038,Tran,Linh,5,2025-09-16,234,3.2,96,40,2026-05-12,243,3.2,93,36,244,10,9,4.5,-1,No,-0.12,45,22,5,23,55,25,Average Growth / High Achievement,Average Growth / High Achievement,45,93
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250035,Vargas,Diego,5,2025-09-16,192,3.0,19,51,2026-05-12,192,3.1,9,56,202,10,0,4.3,-10,No,-1.25,11,22,5,23,55,25,Low Growth / Low Achievement,Low Growth / Low Achievement,11,9
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250044,Yamamoto,Hana,5,2025-09-16,209,3.0,57,46,2026-05-19,216,3.0,50,41,219,10,7,4.2,-3,No,-0.37,36,22,5,23,55,25,Low Growth / Average Achievement,Low Growth / Average Achievement,36,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250041,Asante,Kofi,5,2025-09-18,216,3.1,88,45,2026-05-14,220,3.2,82,35,221,5,4,4.5,-1,No,-0.14,44,22,11,50,136,53,Average Growth / High Achievement,Average Growth / High Achievement,44,82
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250045,Bennett,Oliver,5,2025-09-18,207,3.0,68,44,2026-05-14,210,3.0,58,46,213,6,3,4.2,-3,No,-0.43,33,22,11,50,136,53,Low Growth / High Achievement,Low Growth / Average Achievement,33,58
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250026,Bianchi,Matteo,5,2025-09-18,238,3.4,99,51,2026-05-14,241,3.4,99,46,242,4,3,4.8,-1,No,-0.14,44,22,11,50,136,53,Average Growth / High Achievement,Average Growth / High Achievement,44,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250040,Campbell,Isla,5,2025-09-24,214,3.0,84,47,2026-05-14,221,3.1,84,39,219,5,7,4.3,2,Yes,0.29,61,22,11,50,136,53,High Growth / High Achievement,High Growth / High Achievement,61,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250029,Castillo,Camila,5,2025-09-18,193,3.3,27,41,2026-05-14,207,3.2,50,43,199,6,14,4.6,8,Yes,1.14,87,22,11,50,136,53,High Growth / Low Achievement,High Growth / Average Achievement,87,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250042,Darwish,Salma,5,2025-09-18,201,2.8,50,60,2026-05-20,201,2.9,33,59,207,6,0,4.0,-6,No,-0.86,19,22,11,50,136,53,Low Growth / Average Achievement,Low Growth / Low Achievement,19,33
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250039,Demir,Emir,5,2025-09-18,201,2.8,50,49,2026-05-14,206,3.0,47,41,207,6,5,4.1,-1,No,-0.14,44,22,11,50,136,53,Average Growth / Average Achievement,Average Growth / Average Achievement,44,47
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250034,Dlamini,Thandiwe,5,2025-09-18,198,3.1,41,32,2026-05-14,209,3.0,56,28,204,6,11,4.3,5,Yes,0.71,76,22,11,50,136,53,High Growth / Average Achievement,High Growth / Average Achievement,76,56
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250033,Farouk,Noor,5,2025-09-18,208,3.0,70,33,2026-05-14,206,3.9,47,29,214,6,-2,4.9,-8,No,-1.14,13,22,11,50,136,53,Low Growth / High Achievement,Low Growth / Average Achievement,13,47
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250031,Jansen,Anouk,5,2025-09-18,228,3.2,98,61,2026-05-14,231,3.3,96,62,233,5,3,4.6,-2,No,-0.29,39,22,11,50,136,53,Low Growth / High Achievement,Low Growth / High Achievement,39,96
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250030,Karimi,Dariush,5,2025-09-18,200,3.0,47,31,2026-05-14,212,3.0,64,27,206,6,12,4.2,6,Yes,0.86,81,22,11,50,136,53,High Growth / Average Achievement,High Growth / High Achievement,81,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250025,Kim,Seo-yeon,5,2025-09-18,198,3.1,41,46,2026-05-14,213,3.2,67,39,204,6,15,4.5,9,Yes,1.29,90,22,11,50,136,53,High Growth / Average Achievement,High Growth / High Achievement,90,67
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250024,Mansour,Karim,5,2025-09-18,179,3.3,5,46,2026-05-14,191,3.2,13,34,186,7,12,4.6,5,Yes,0.71,76,22,11,50,136,53,High Growth / Low Achievement,High Growth / Low Achievement,76,13
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250028,Menon,Rohan,5,2025-09-25,188,3.0,16,39,2026-05-14,198,3.1,26,43,195,7,10,4.3,3,Yes,0.43,67,22,11,50,136,53,High Growth / Low Achievement,High Growth / Low Achievement,67,26
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250037,Novak,Tomas,5,2025-09-18,191,3.2,22,40,2026-05-14,194,3.1,18,43,198,7,3,4.5,-4,No,-0.57,28,22,11,50,136,53,Low Growth / Low Achievement,Low Growth / Low Achievement,28,18
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250027,Nwosu,Adaeze,5,2025-09-18,206,3.1,65,32,2026-05-14,230,2.9,95,34,212,6,24,4.2,18,Yes,2.57,99,22,11,50,136,53,High Growth / High Achievement,High Growth / High Achievement,99,95
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250036,Reddy,Ananya,5,2025-09-18,206,3.0,65,40,2026-05-20,221,3.2,84,47,212,6,15,4.4,9,Yes,1.29,90,22,11,50,136,53,High Growth / High Achievement,High Growth / High Achievement,90,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250032,Sato,Kenji,5,2025-09-18,202,3.0,53,45,2026-05-14,218,3.0,78,34,208,6,16,4.2,10,Yes,1.43,92,22,11,50,136,53,High Growth / Average Achievement,High Growth / High Achievement,92,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250043,Silva,Mateus,5,2025-09-18,205,3.1,62,35,2026-05-14,220,3.1,82,41,211,6,15,4.4,9,Yes,1.29,90,22,11,50,136,53,High Growth / High Achievement,High Growth / High Achievement,90,82
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250038,Tran,Linh,5,2025-09-18,225,3.3,97,32,2026-05-14,228,3.1,93,30,230,5,3,4.5,-2,No,-0.29,39,22,11,50,136,53,Low Growth / High Achievement,Low Growth / High Achievement,39,93
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250035,Vargas,Diego,5,2025-09-18,204,2.9,59,40,2026-05-14,208,3.1,53,41,210,6,4,4.2,-2,No,-0.29,39,22,11,50,136,53,Low Growth / Average Achievement,Low Growth / Average Achievement,39,53
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250044,Yamamoto,Hana,5,2025-09-18,196,3.0,35,37,2026-05-19,195,3.0,20,35,202,6,-1,4.2,-7,No,-1.00,16,22,11,50,136,53,Low Growth / Low Achievement,Low Growth / Low Achievement,16,20
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250066,Chowdhury,Farhan,6,2025-09-10,212,3.0,57,56,2026-05-06,235,3.2,91,56,215,3,23,4.4,20,Yes,2.50,99,24,17,71,309,73,High Growth / Average Achievement,High Growth / High Achievement,99,91
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250056,Eze,Chidi,6,2025-09-10,227,3.0,86,37,2026-05-06,229,3.1,84,36,228,1,2,4.3,1,Yes,0.13,55,24,17,71,309,73,Average Growth / High Achievement,Average Growth / High Achievement,55,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250054,Fernandes,Hugo,6,2025-09-10,234,3.3,93,63,2026-05-06,231,2.9,87,57,235,1,-3,4.4,-4,No,-0.50,31,24,17,71,309,73,Low Growth / High Achievement,Low Growth / High Achievement,31,87
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250055,Hamdi,Rania,6,2025-09-10,217,3.0,68,45,2026-05-06,230,3.1,86,40,219,2,13,4.3,11,Yes,1.38,92,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,92,86
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250064,Horvat,Luka,6,2025-09-10,217,2.9,68,51,2026-05-06,225,3.2,78,52,219,2,8,4.3,6,Yes,0.75,77,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,77,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250052,Hosseini,Shirin,6,2025-09-10,213,3.1,59,41,2026-05-06,211,3.1,48,46,216,3,-2,4.4,-5,No,-0.62,27,24,17,71,309,73,Low Growth / Average Achievement,Low Growth / Average Achievement,27,48
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250067,Hughes,Olivia,6,2025-09-10,193,3.0,17,70,2026-05-06,218,3.0,64,58,198,5,25,4.2,20,Yes,2.50,99,24,17,71,309,73,High Growth / Low Achievement,High Growth / High Achievement,99,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250048,Kapoor,Ishaan,6,2025-09-10,215,3.0,64,52,2026-05-06,214,3.0,55,51,217,2,-1,4.2,-3,No,-0.37,36,24,17,71,309,73,Low Growth / High Achievement,Low Growth / Average Achievement,36,55
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250065,Kaya,Defne,6,2025-09-10,226,3.2,84,43,2026-05-06,224,3.3,76,45,227,1,-2,4.6,-3,No,-0.37,36,24,17,71,309,73,Low Growth / High Achievement,Low Growth / High Achievement,36,76
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250050,Kowalska,Zofia,6,2025-09-10,229,2.8,88,48,2026-05-06,233,3.2,89,45,230,1,4,4.3,3,Yes,0.38,65,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,65,89
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250053,Lim,Jia Hui,6,2025-09-10,209,2.9,50,51,2026-05-06,215,3.0,57,50,212,3,6,4.2,3,Yes,0.38,65,24,17,71,309,73,High Growth / Average Achievement,High Growth / Average Achievement,65,57
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250059,Mendoza,Lucía,6,2025-09-10,210,3.0,52,51,2026-05-06,206,2.9,36,50,213,3,-4,4.2,-7,No,-0.87,19,24,17,71,309,73,Low Growth / Average Achievement,Low Growth / Low Achievement,19,36
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250061,Moreau,Inès,6,2025-09-10,203,2.9,36,66,2026-05-06,202,3.0,28,65,207,4,-1,4.2,-5,No,-0.62,27,24,17,71,309,73,Low Growth / Low Achievement,Low Growth / Low Achievement,27,28
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250063,Mwangi,Nia,6,2025-09-10,196,3.1,22,41,2026-05-06,205,3.0,34,43,201,5,9,4.3,4,Yes,0.50,69,24,17,71,309,73,High Growth / Low Achievement,High Growth / Low Achievement,69,34
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250060,Nguyen,Minh,6,2025-09-10,214,3.1,62,57,2026-05-06,231,3.2,87,50,216,2,17,4.5,15,Yes,1.88,97,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,97,87
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250057,Nyberg,Astrid,6,2025-09-10,184,3.2,7,44,2026-05-19,201,2.9,26,40,190,6,17,4.3,11,Yes,1.38,92,24,17,71,309,73,High Growth / Low Achievement,High Growth / Low Achievement,92,26
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250069,Ochieng,Makena,6,2025-09-10,235,3.2,94,46,2026-05-06,245,3.3,97,38,236,1,10,4.6,9,Yes,1.13,87,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,87,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250051,Ortiz,Joaquín,6,2025-09-10,209,3.0,50,40,2026-05-06,225,3.1,78,35,212,3,16,4.3,13,Yes,1.63,95,24,17,71,309,73,High Growth / Average Achievement,High Growth / High Achievement,95,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250047,Papadopoulos,Sofia,6,2025-09-10,218,3.1,70,44,2026-05-06,232,3.1,88,46,220,2,14,4.4,12,Yes,1.50,93,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,93,88
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250062,Qasim,Tariq,6,2025-09-10,210,2.9,52,61,2026-05-06,217,3.0,62,65,213,3,7,4.2,4,Yes,0.50,69,24,17,71,309,73,High Growth / Average Achievement,High Growth / High Achievement,69,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250046,Saleh,Yousef,6,2025-09-10,191,3.2,14,71,2026-05-06,211,3.0,48,62,196,5,20,4.4,15,Yes,1.88,97,24,17,71,309,73,High Growth / Low Achievement,High Growth / Average Achievement,97,48
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250058,Sharma,Aarav,6,2025-09-10,186,3.2,9,37,2026-05-06,202,3.0,28,33,192,6,16,4.4,10,Yes,1.25,89,24,17,71,309,73,High Growth / Low Achievement,High Growth / Low Achievement,89,28
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250049,Tesfaye,Abebe,6,2025-09-10,226,3.0,84,35,2026-05-06,225,3.1,78,38,227,1,-1,4.3,-2,No,-0.25,40,24,17,71,309,73,Low Growth / High Achievement,Low Growth / High Achievement,40,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250068,Watanabe,Sora,6,2025-09-10,232,3.3,91,58,2026-05-06,243,3.1,97,59,233,1,11,4.5,10,Yes,1.25,89,24,17,71,309,73,High Growth / High Achievement,High Growth / High Achievement,89,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250066,Chowdhury,Farhan,6,2025-09-12,228,3.2,92,49,2026-05-08,247,3.4,99,46,229,1,19,4.7,18,Yes,2.25,99,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,99,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250056,Eze,Chidi,6,2025-09-12,217,3.1,75,36,2026-05-08,230,3.2,89,31,220,3,13,4.5,10,Yes,1.25,89,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,89,89
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250054,Fernandes,Hugo,6,2025-09-12,235,3.1,97,57,2026-05-08,246,3.3,99,50,236,1,11,4.5,10,Yes,1.25,89,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,89,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250055,Hamdi,Rania,6,2025-09-12,198,3.2,31,35,2026-05-08,223,3.0,79,36,203,5,25,4.4,20,Yes,2.50,99,24,20,83,325,82,High Growth / Low Achievement,High Growth / High Achievement,99,79
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250064,Horvat,Luka,6,2025-09-12,197,3.0,29,51,2026-05-08,211,3.9,52,31,202,5,14,4.9,9,Yes*,1.13,87,24,20,83,325,82,High Growth / Low Achievement,High Growth / Average Achievement,87,52
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250052,Hosseini,Shirin,6,2025-09-12,206,3.0,50,44,2026-05-08,215,3.0,62,43,210,4,9,4.2,5,Yes,0.63,74,24,20,83,325,82,High Growth / Average Achievement,High Growth / High Achievement,74,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250067,Hughes,Olivia,6,2025-09-12,193,3.2,21,52,2026-05-08,190,3.2,11,59,199,6,-3,4.5,-9,No,-1.12,13,24,20,83,325,82,Low Growth / Low Achievement,Low Growth / Low Achievement,13,11
