Term Tested,District Name,School Name,Instructor Name,Class Name,Student ID,Student Last Name,Student First Name,Student Grade,Subject,Course,Test Name,Date Tested,Duration,Test RIT Score,Standard Error,Test Percentile,Percent Rapid Guessed,Lexile,Quantile,Instructional Area 1 Name,Instructional Area 1 RIT,Instructional Area 1 StdErr,Instructional Area 2 Name,Instructional Area 2 RIT,Instructional Area 2 StdErr,Instructional Area 3 Name,Instructional Area 3 RIT,Instructional Area 3 StdErr,Instructional Area 4 Name,Instructional Area 4 RIT,Instructional Area 4 StdErr,Instructional Area 5 Name,Instructional Area 5 RIT,Instructional Area 5 StdErr
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250033,Farouk,Noor,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,49,208,2.8,33,0,,685Q,Operations and Algebraic Thinking,200,6.9,Number and Operations,207,6.3,Measurement and Data,207,6.3,Geometry,221,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250031,Jansen,Anouk,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,79,251,3.2,97,6,,1330Q,Operations and Algebraic Thinking,260,6.6,Number and Operations,242,6.4,Measurement and Data,250,6.4,Geometry,252,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250030,Karimi,Dariush,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,38,220,3.1,59,0,,865Q,Operations and Algebraic Thinking,219,6.4,Number and Operations,224,6.2,Measurement and Data,211,6.4,Geometry,225,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250025,Kim,Seo-yeon,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,51,205,3.1,27,0,,640Q,Operations and Algebraic Thinking,209,6.6,Number and Operations,190,6.9,Measurement and Data,200,7.0,Geometry,218,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250024,Mansour,Karim,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,52,189,3.0,7,2,,400Q,Operations and Algebraic Thinking,189,6.7,Number and Operations,181,6.6,Measurement and Data,192,6.4,Geometry,193,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250028,Menon,Rohan,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,52,239,3.2,90,0,,1150Q,Operations and Algebraic Thinking,241,6.8,Number and Operations,245,6.5,Measurement and Data,227,6.4,Geometry,242,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250037,Novak,Tomas,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,48,203,3.2,24,2,,610Q,Operations and Algebraic Thinking,205,6.5,Number and Operations,191,6.5,Measurement and Data,209,7.0,Geometry,204,7.0,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250027,Nwosu,Adaeze,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,47,213,3.2,43,0,,760Q,Operations and Algebraic Thinking,209,6.9,Number and Operations,221,6.9,Measurement and Data,203,6.9,Geometry,219,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250036,Reddy,Ananya,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/19/2026,56,226,3.2,71,2,,955Q,Operations and Algebraic Thinking,231,6.5,Number and Operations,223,6.4,Measurement and Data,222,6.3,Geometry,230,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250032,Sato,Kenji,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,49,197,3.0,15,7,,520Q,Operations and Algebraic Thinking,187,7.0,Number and Operations,198,6.2,Measurement and Data,192,6.5,Geometry,208,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250043,Silva,Mateus,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,55,211,3.0,39,2,,730Q,Operations and Algebraic Thinking,204,6.6,Number and Operations,206,6.8,Measurement and Data,217,6.7,Geometry,215,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250038,Tran,Linh,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,36,243,3.2,93,4,,1210Q,Operations and Algebraic Thinking,235,6.6,Number and Operations,246,7.0,Measurement and Data,249,6.3,Geometry,244,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250035,Vargas,Diego,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,56,192,3.1,9,0,,445Q,Operations and Algebraic Thinking,198,6.4,Number and Operations,203,6.6,Measurement and Data,184,7.0,Geometry,184,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250044,Yamamoto,Hana,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/19/2026,41,216,3.0,50,0,,805Q,Operations and Algebraic Thinking,217,6.7,Number and Operations,212,6.7,Measurement and Data,219,6.6,Geometry,211,6.7,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250041,Asante,Kofi,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,35,220,3.2,82,4,,,Life Science,221,6.6,Earth and Space Science,221,6.1,Physical Science,220,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250045,Bennett,Oliver,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,46,210,3.0,58,0,,,Life Science,211,6.1,Earth and Space Science,221,6.4,Physical Science,200,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250026,Bianchi,Matteo,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,46,241,3.4,99,3,,,Life Science,244,6.7,Earth and Space Science,241,6.5,Physical Science,242,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250040,Campbell,Isla,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,221,3.1,84,0,,,Life Science,226,6.7,Earth and Space Science,222,6.4,Physical Science,218,6.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250029,Castillo,Camila,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,43,207,3.2,50,8,,,Life Science,209,6.1,Earth and Space Science,207,6.6,Physical Science,204,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250042,Darwish,Salma,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/20/2026,59,201,2.9,33,0,,,Life Science,207,6.2,Earth and Space Science,190,6.5,Physical Science,205,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250039,Demir,Emir,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,41,206,3.0,47,0,,,Life Science,200,6.4,Earth and Space Science,213,6.7,Physical Science,208,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250034,Dlamini,Thandiwe,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,28,209,3.0,56,0,,,Life Science,210,6.2,Earth and Space Science,215,6.3,Physical Science,205,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250033,Farouk,Noor,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,29,206,3.9,47,14,,,Life Science,212,7.0,Earth and Space Science,205,6.9,Physical Science,204,7.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250031,Jansen,Anouk,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,62,231,3.3,96,0,,,Life Science,225,6.2,Earth and Space Science,236,6.2,Physical Science,234,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250030,Karimi,Dariush,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,27,212,3.0,64,5,,,Life Science,212,6.7,Earth and Space Science,212,6.6,Physical Science,212,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250025,Kim,Seo-yeon,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,213,3.2,67,0,,,Life Science,215,6.6,Earth and Space Science,218,6.7,Physical Science,206,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250024,Mansour,Karim,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,34,191,3.2,13,3,,,Life Science,201,6.3,Earth and Space Science,183,6.3,Physical Science,191,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250028,Menon,Rohan,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,43,198,3.1,26,0,,,Life Science,201,6.4,Earth and Space Science,196,6.1,Physical Science,196,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250037,Novak,Tomas,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,43,194,3.1,18,3,,,Life Science,207,6.4,Earth and Space Science,185,6.6,Physical Science,189,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250027,Nwosu,Adaeze,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,34,230,2.9,95,6,,,Life Science,230,6.3,Earth and Space Science,233,6.3,Physical Science,228,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250036,Reddy,Ananya,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/20/2026,47,221,3.2,84,0,,,Life Science,230,6.6,Earth and Space Science,216,6.5,Physical Science,215,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250032,Sato,Kenji,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,34,218,3.0,78,0,,,Life Science,222,6.4,Earth and Space Science,211,6.2,Physical Science,222,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250043,Silva,Mateus,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,41,220,3.1,82,0,,,Life Science,217,6.1,Earth and Space Science,212,6.7,Physical Science,231,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250038,Tran,Linh,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,30,228,3.1,93,4,,,Life Science,225,6.5,Earth and Space Science,223,6.1,Physical Science,235,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250035,Vargas,Diego,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,41,208,3.1,53,0,,,Life Science,213,6.0,Earth and Space Science,204,6.2,Physical Science,204,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250044,Yamamoto,Hana,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/19/2026,35,195,3.0,20,0,,,Life Science,191,6.3,Earth and Space Science,204,6.6,Physical Science,191,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250066,Chowdhury,Farhan,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,56,235,3.2,91,0,1180L,,Literary Text: Key Ideas and Details,239,7.8,"Literary Text: Language, Craft, and Structure",243,7.4,Informational Text: Key Ideas and Details,224,7.5,"Informational Text: Language, Craft, and Structure",235,7.2,Vocabulary: Acquisition and Use,235,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250056,Eze,Chidi,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,36,229,3.1,84,4,1080L,,Literary Text: Key Ideas and Details,242,7.7,"Literary Text: Language, Craft, and Structure",224,7.5,Informational Text: Key Ideas and Details,226,7.3,"Informational Text: Language, Craft, and Structure",227,7.2,Vocabulary: Acquisition and Use,225,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250054,Fernandes,Hugo,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,57,231,2.9,87,0,1110L,,Literary Text: Key Ideas and Details,226,7.8,"Literary Text: Language, Craft, and Structure",226,7.7,Informational Text: Key Ideas and Details,240,7.7,"Informational Text: Language, Craft, and Structure",231,7.4,Vocabulary: Acquisition and Use,232,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250055,Hamdi,Rania,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,40,230,3.1,86,0,1095L,,Literary Text: Key Ideas and Details,236,7.2,"Literary Text: Language, Craft, and Structure",238,7.6,Informational Text: Key Ideas and Details,219,7.4,"Informational Text: Language, Craft, and Structure",233,7.5,Vocabulary: Acquisition and Use,227,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250064,Horvat,Luka,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,52,225,3.2,78,5,1015L,,Literary Text: Key Ideas and Details,220,7.7,"Literary Text: Language, Craft, and Structure",236,7.0,Informational Text: Key Ideas and Details,221,7.6,"Informational Text: Language, Craft, and Structure",237,7.1,Vocabulary: Acquisition and Use,209,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250052,Hosseini,Shirin,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,46,211,3.1,48,7,780L,,Literary Text: Key Ideas and Details,223,7.3,"Literary Text: Language, Craft, and Structure",204,7.7,Informational Text: Key Ideas and Details,220,7.6,"Informational Text: Language, Craft, and Structure",202,7.5,Vocabulary: Acquisition and Use,203,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250067,Hughes,Olivia,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,58,218,3.0,64,0,895L,,Literary Text: Key Ideas and Details,222,7.4,"Literary Text: Language, Craft, and Structure",214,7.7,Informational Text: Key Ideas and Details,211,7.4,"Informational Text: Language, Craft, and Structure",215,7.3,Vocabulary: Acquisition and Use,227,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250048,Kapoor,Ishaan,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,51,214,3.0,55,8,830L,,Literary Text: Key Ideas and Details,225,7.4,"Literary Text: Language, Craft, and Structure",207,7.3,Informational Text: Key Ideas and Details,224,7.3,"Informational Text: Language, Craft, and Structure",211,7.2,Vocabulary: Acquisition and Use,205,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250065,Kaya,Defne,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,45,224,3.3,76,4,995L,,Literary Text: Key Ideas and Details,224,7.7,"Literary Text: Language, Craft, and Structure",234,7.1,Informational Text: Key Ideas and Details,232,7.5,"Informational Text: Language, Craft, and Structure",217,7.5,Vocabulary: Acquisition and Use,213,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250050,Kowalska,Zofia,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,45,233,3.2,89,0,1145L,,Literary Text: Key Ideas and Details,238,7.7,"Literary Text: Language, Craft, and Structure",225,7.7,Informational Text: Key Ideas and Details,236,7.5,"Informational Text: Language, Craft, and Structure",231,7.4,Vocabulary: Acquisition and Use,233,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250053,Lim,Jia Hui,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,50,215,3.0,57,2,850L,,Literary Text: Key Ideas and Details,221,7.6,"Literary Text: Language, Craft, and Structure",218,7.1,Informational Text: Key Ideas and Details,214,7.1,"Informational Text: Language, Craft, and Structure",216,7.0,Vocabulary: Acquisition and Use,211,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250059,Mendoza,Lucía,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,50,206,2.9,36,4,700L,,Literary Text: Key Ideas and Details,202,7.2,"Literary Text: Language, Craft, and Structure",199,7.1,Informational Text: Key Ideas and Details,215,7.4,"Informational Text: Language, Craft, and Structure",207,7.1,Vocabulary: Acquisition and Use,213,7.0
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250061,Moreau,Inès,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,65,202,3.0,28,3,635L,,Literary Text: Key Ideas and Details,203,7.1,"Literary Text: Language, Craft, and Structure",193,7.2,Informational Text: Key Ideas and Details,198,7.5,"Informational Text: Language, Craft, and Structure",199,7.7,Vocabulary: Acquisition and Use,216,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250063,Mwangi,Nia,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,43,205,3.0,34,1,685L,,Literary Text: Key Ideas and Details,199,7.1,"Literary Text: Language, Craft, and Structure",203,7.5,Informational Text: Key Ideas and Details,217,7.2,"Informational Text: Language, Craft, and Structure",209,7.3,Vocabulary: Acquisition and Use,201,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250060,Nguyen,Minh,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,50,231,3.2,87,4,1110L,,Literary Text: Key Ideas and Details,224,7.6,"Literary Text: Language, Craft, and Structure",241,7.6,Informational Text: Key Ideas and Details,224,7.6,"Informational Text: Language, Craft, and Structure",230,7.6,Vocabulary: Acquisition and Use,238,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250057,Nyberg,Astrid,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/19/2026,40,201,2.9,26,2,615L,,Literary Text: Key Ideas and Details,187,7.6,"Literary Text: Language, Craft, and Structure",212,7.6,Informational Text: Key Ideas and Details,201,7.0,"Informational Text: Language, Craft, and Structure",197,7.7,Vocabulary: Acquisition and Use,202,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250069,Ochieng,Makena,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,38,245,3.3,97,0,1345L,,Literary Text: Key Ideas and Details,252,7.1,"Literary Text: Language, Craft, and Structure",236,7.4,Informational Text: Key Ideas and Details,239,7.6,"Informational Text: Language, Craft, and Structure",237,7.2,Vocabulary: Acquisition and Use,259,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250051,Ortiz,Joaquín,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,35,225,3.1,78,1,1015L,,Literary Text: Key Ideas and Details,223,7.1,"Literary Text: Language, Craft, and Structure",233,7.1,Informational Text: Key Ideas and Details,222,7.1,"Informational Text: Language, Craft, and Structure",214,7.1,Vocabulary: Acquisition and Use,230,7.4
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250047,Papadopoulos,Sofia,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,46,232,3.1,88,0,1130L,,Literary Text: Key Ideas and Details,236,7.4,"Literary Text: Language, Craft, and Structure",239,7.4,Informational Text: Key Ideas and Details,226,7.5,"Informational Text: Language, Craft, and Structure",223,7.4,Vocabulary: Acquisition and Use,236,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250062,Qasim,Tariq,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,65,217,3.0,62,3,880L,,Literary Text: Key Ideas and Details,221,7.7,"Literary Text: Language, Craft, and Structure",219,7.2,Informational Text: Key Ideas and Details,214,7.3,"Informational Text: Language, Craft, and Structure",221,7.3,Vocabulary: Acquisition and Use,209,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250046,Saleh,Yousef,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,62,211,3.0,48,0,780L,,Literary Text: Key Ideas and Details,218,7.5,"Literary Text: Language, Craft, and Structure",203,7.4,Informational Text: Key Ideas and Details,209,7.2,"Informational Text: Language, Craft, and Structure",218,7.1,Vocabulary: Acquisition and Use,208,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250058,Sharma,Aarav,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,33,202,3.0,28,0,635L,,Literary Text: Key Ideas and Details,199,7.2,"Literary Text: Language, Craft, and Structure",201,7.7,Informational Text: Key Ideas and Details,209,7.6,"Informational Text: Language, Craft, and Structure",206,7.1,Vocabulary: Acquisition and Use,193,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250049,Tesfaye,Abebe,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,38,225,3.1,78,0,1015L,,Literary Text: Key Ideas and Details,222,7.7,"Literary Text: Language, Craft, and Structure",235,7.5,Informational Text: Key Ideas and Details,232,7.3,"Informational Text: Language, Craft, and Structure",236,7.4,Vocabulary: Acquisition and Use,201,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250068,Watanabe,Sora,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,59,243,3.1,97,0,1310L,,Literary Text: Key Ideas and Details,255,7.5,"Literary Text: Language, Craft, and Structure",252,7.5,Informational Text: Key Ideas and Details,235,7.4,"Informational Text: Language, Craft, and Structure",233,7.8,Vocabulary: Acquisition and Use,242,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250066,Chowdhury,Farhan,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,46,247,3.4,99,0,,,"Writing: Write, Revise Texts for Purpose and Audience",252,6.1,"Language: Understand, Edit for Grammar, Usage",247,5.8,"Language: Understand, Edit for Mechanics",240,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250056,Eze,Chidi,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,31,230,3.2,89,0,,,"Writing: Write, Revise Texts for Purpose and Audience",225,6.5,"Language: Understand, Edit for Grammar, Usage",233,6.6,"Language: Understand, Edit for Mechanics",229,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250054,Fernandes,Hugo,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,50,246,3.3,99,2,,,"Writing: Write, Revise Texts for Purpose and Audience",247,6.1,"Language: Understand, Edit for Grammar, Usage",254,6.1,"Language: Understand, Edit for Mechanics",235,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250055,Hamdi,Rania,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,36,223,3.0,79,0,,,"Writing: Write, Revise Texts for Purpose and Audience",222,6.3,"Language: Understand, Edit for Grammar, Usage",226,5.9,"Language: Understand, Edit for Mechanics",223,5.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250064,Horvat,Luka,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,31,211,3.9,52,12,,,"Writing: Write, Revise Texts for Purpose and Audience",216,7.0,"Language: Understand, Edit for Grammar, Usage",217,7.2,"Language: Understand, Edit for Mechanics",200,7.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250052,Hosseini,Shirin,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,43,215,3.0,62,0,,,"Writing: Write, Revise Texts for Purpose and Audience",216,5.8,"Language: Understand, Edit for Grammar, Usage",220,6.4,"Language: Understand, Edit for Mechanics",210,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250067,Hughes,Olivia,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,59,190,3.2,11,0,,,"Writing: Write, Revise Texts for Purpose and Audience",190,6.6,"Language: Understand, Edit for Grammar, Usage",181,5.9,"Language: Understand, Edit for Mechanics",198,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250048,Kapoor,Ishaan,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,49,206,3.2,40,3,,,"Writing: Write, Revise Texts for Purpose and Audience",215,6.4,"Language: Understand, Edit for Grammar, Usage",206,6.4,"Language: Understand, Edit for Mechanics",197,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250065,Kaya,Defne,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,35,238,3.3,96,0,,,"Writing: Write, Revise Texts for Purpose and Audience",226,5.9,"Language: Understand, Edit for Grammar, Usage",240,6.0,"Language: Understand, Edit for Mechanics",248,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250050,Kowalska,Zofia,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,43,231,3.3,91,8,,,"Writing: Write, Revise Texts for Purpose and Audience",221,6.1,"Language: Understand, Edit for Grammar, Usage",233,6.5,"Language: Understand, Edit for Mechanics",236,5.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250053,Lim,Jia Hui,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,46,228,3.1,87,0,,,"Writing: Write, Revise Texts for Purpose and Audience",231,6.5,"Language: Understand, Edit for Grammar, Usage",239,6.3,"Language: Understand, Edit for Mechanics",217,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250059,Mendoza,Lucía,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,42,237,3.1,95,0,,,"Writing: Write, Revise Texts for Purpose and Audience",231,6.6,"Language: Understand, Edit for Grammar, Usage",248,6.4,"Language: Understand, Edit for Mechanics",234,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250061,Moreau,Inès,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,57,219,3.2,71,0,,,"Writing: Write, Revise Texts for Purpose and Audience",221,6.1,"Language: Understand, Edit for Grammar, Usage",226,6.4,"Language: Understand, Edit for Mechanics",211,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250063,Mwangi,Nia,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,39,223,3.0,79,0,,,"Writing: Write, Revise Texts for Purpose and Audience",226,6.6,"Language: Understand, Edit for Grammar, Usage",216,6.6,"Language: Understand, Edit for Mechanics",225,6.0,,,,,,
